Row ID,Original Advisory,Level,Keywords Extracted
99,Light to moderate rain is happening now and may spread to nearby areas.,0,"happening spread(0.41), rain happening(0.41), spread(0.39), happening(0.37), nearby areas(0.30), moderate rain(0.25), nearby(0.25), light moderate(0.19), rain(0.19), moderate(0.17), light(0.17), areas(0.15)"
100,Light to moderate rain with some heavy bursts is expected to continue.,0,"bursts(0.44), heavy bursts(0.44), rain heavy(0.42), moderate rain(0.29), continue(0.28), expected(0.26), light moderate(0.22), rain(0.21), heavy(0.20), moderate(0.20), light(0.19)"
101,Light to moderate rain with occasional heavy showers is ongoing and may reach other places.,0,"ongoing(0.40), heavy showers(0.37), reach(0.36), occasional heavy(0.33), occasional(0.31), showers(0.29), places(0.28), moderate rain(0.24), light moderate(0.19), rain(0.18), heavy(0.17), moderate(0.17), light(0.16)"
102,Light to moderate rain with short heavy rainfall is expected to persist.,0,"short(0.46), rainfall expected(0.42), persist(0.36), heavy rainfall(0.29), moderate rain(0.28), expected(0.25), rainfall(0.22), light moderate(0.22), rain(0.21), heavy(0.20), moderate(0.19), light(0.19)"
103,Light to moderate rain with some heavy rainfall is happening and may spread further.,0,"happening spread(0.43), spread(0.40), happening(0.39), rain heavy(0.39), heavy rainfall(0.27), moderate rain(0.26), rainfall(0.20), light moderate(0.20), rain(0.20), heavy(0.18), moderate(0.18), light(0.18)"
104,"Light to moderate rain was recorded earlier, and weather warnings for those areas have been lifted.",0,"earlier(0.49), warnings(0.46), weather(0.42), moderate rain(0.33), light moderate(0.25), rain(0.25), moderate(0.23), light(0.22), areas(0.20)"
105,Light to moderate rain is still expected within the next few hours.,0,"rain expected(0.50), moderate rain(0.39), hours(0.39), expected(0.35), light moderate(0.30), rain(0.29), moderate(0.27), light(0.27)"
106,Light to moderate rain with heavy bursts is ongoing and may continue for several hours.,0,"ongoing(0.39), bursts(0.37), heavy bursts(0.37), continue hours(0.36), rain heavy(0.36), moderate rain(0.24), hours(0.24), continue(0.23), light moderate(0.18), rain(0.18), heavy(0.17), moderate(0.17), light(0.16)"
107,Areas are experiencing light to moderate rain with some heavy showers.,0,"areas experiencing(0.42), experiencing(0.40), heavy showers(0.40), rain heavy(0.38), showers(0.31), moderate rain(0.26), light moderate(0.20), rain(0.19), heavy(0.18), moderate(0.18), light(0.18), areas(0.16)"
108,Light to moderate rain with heavy moments is ongoing and may persist.,0,"ongoing(0.52), rain heavy(0.47), persist(0.40), moderate rain(0.32), light moderate(0.24), rain(0.24), heavy(0.22), moderate(0.22), light(0.21)"
109,Light to moderate rain with occasional heavy rainfall continues in several areas.,0,"occasional heavy(0.46), occasional(0.42), heavy rainfall(0.34), moderate rain(0.33), rainfall(0.26), light moderate(0.25), rain(0.25), heavy(0.23), moderate(0.23), light(0.23), areas(0.20)"
110,Minor flooding may still happen where water is not draining well.,0,"flooding happen(0.48), minor flooding(0.48), happen(0.45), minor(0.43), water(0.30), flooding(0.23)"
111,Scattered rain is possible but should not cause major flooding.,0,"rain possible(0.42), major flooding(0.40), scattered rain(0.40), scattered(0.36), cause(0.35), major(0.34), possible(0.23), flooding(0.21), rain(0.19)"
112,Keep checking for thunderstorm and rainfall updates.,0,"thunderstorm rainfall(0.65), thunderstorm(0.52), updates(0.47), rainfall(0.31)"
113,More scattered rains may occur but no major flooding is expected.,0,"major flooding(0.45), flooding expected(0.43), scattered(0.40), major(0.38), occur(0.37), expected(0.26), rains(0.24), flooding(0.23)"
114,The Southwest Monsoon is no longer expected to cause flooding in the area.,0,"cause flooding(0.32), expected cause(0.32), longer(0.32), longer expected(0.32), monsoon longer(0.32), southwest(0.32), southwest monsoon(0.32), monsoon(0.31), cause(0.26), area(0.23), expected(0.18), flooding(0.16)"
115,Light to short moderate rains happened today and river levels continue to drop.,0,"levels continue(0.41), river levels(0.41), short(0.41), levels(0.33), today(0.29), moderate rains(0.28), river(0.25), continue(0.24), rains(0.21), moderate(0.17), light(0.17)"
116,Expect light to sometimes moderate rain and thunderstorms in the coming days.,0,"coming(0.38), coming days(0.38), rain thunderstorms(0.38), days(0.36), expect light(0.34), expect(0.33), thunderstorms(0.26), moderate rain(0.23), light moderate(0.18), rain(0.17), moderate(0.16), light(0.16)"
117,"Small coastal flooding may happen during high tide, especially early morning and afternoon.",0,"early(0.34), flooding happen(0.34), happen(0.32), morning(0.32), small(0.32), afternoon(0.31), especially(0.29), high tide(0.26), tide(0.24), coastal(0.24), high(0.24), flooding(0.17)"
118,People and local officials should stay alert and continue monitoring weather updates.,0,"local officials(0.36), weather updates(0.36), officials(0.34), weather(0.28), stay alert(0.27), continue monitoring(0.27), updates(0.26), stay(0.26), monitoring(0.25), alert(0.24), people(0.24), continue(0.21), local(0.21)"
119,There will be isolated light rains and cloudy to cloudy skies.,0,"cloudy(0.67), cloudy skies(0.33), isolated light(0.33), skies(0.33), light rains(0.30), isolated(0.28), rains(0.17), light(0.14)"
120,Light rains forecast with minor flooding possible; maintain vigilance over affected barangays.,0,"maintain(0.31), maintain vigilance(0.31), minor flooding(0.31), rains forecast(0.31), vigilance(0.31), light rains(0.28), minor(0.28), barangays(0.26), flooding possible(0.26), affected(0.25), forecast(0.23), possible(0.17), rains(0.16), flooding(0.15), light(0.13)"
121,Moderate rain showers likely; no immediate risk but stay alert to weather updates.,0,"weather updates(0.36), immediate(0.33), rain showers(0.32), likely(0.28), weather(0.28), stay alert(0.28), showers(0.27), updates(0.27), stay(0.26), alert(0.24), risk(0.23), moderate rain(0.22), rain(0.17), moderate(0.15)"
122,Light to moderate rainfall expected this afternoon; no significant flooding anticipated.,0,"anticipated(0.42), afternoon(0.38), moderate rainfall(0.38), rainfall expected(0.38), significant(0.38), expected(0.23), flooding(0.21), rainfall(0.20), light moderate(0.20), moderate(0.18), light(0.18)"
123,No rainfall warning currently; residents advised to stay updated for changes.,0,"residents advised(0.36), stay updated(0.36), updated(0.36), currently(0.34), rainfall warning(0.34), advised stay(0.31), warning(0.29), residents(0.27), stay(0.26), advised(0.20), rainfall(0.17)"
124,Flood risk minimal with light rain forecast; continue monitoring local conditions.,0,"forecast continue(0.36), minimal(0.34), rain forecast(0.34), light rain(0.31), conditions(0.29), continue monitoring(0.27), flood(0.27), forecast(0.26), monitoring(0.25), risk(0.23), continue(0.21), local(0.21), rain(0.16), light(0.15)"
125,Occasional light rain is expected; monitor for any sudden heavy bursts.,0,"bursts(0.39), heavy bursts(0.39), light rain(0.36), monitor(0.34), sudden(0.33), occasional(0.32), rain expected(0.32), expected(0.22), rain(0.19), heavy(0.18), light(0.17)"
126,Light to moderate rain showers may affect low-lying barangays this afternoon.,0,"afternoon(0.39), rain showers(0.37), barangays(0.36), affect(0.31), showers(0.31), moderate rain(0.26), low lying(0.24), lying(0.24), low(0.22), light moderate(0.20), rain(0.20), moderate(0.18), light(0.18)"
127,Some areas may see brief heavy rain but widespread flooding is unlikely.,0,"widespread flooding(0.50), brief(0.47), widespread(0.47), heavy rain(0.35), flooding(0.24), rain(0.23), heavy(0.21), areas(0.18)"
128,Light rain is ongoing and may continue for the next few hours.,0,"ongoing(0.52), continue hours(0.47), light rain(0.45), hours(0.31), continue(0.31), rain(0.24), light(0.22)"
129,Intermittent light to moderate rain showers could impact visibility on roads.,0,"intermittent light(0.41), visibility(0.41), intermittent(0.36), rain showers(0.36), roads(0.34), showers(0.30), moderate rain(0.25), light moderate(0.19), rain(0.19), moderate(0.17), light(0.17)"
130,Light to moderate rain might extend to adjacent provinces by evening.,0,"adjacent(0.55), provinces(0.45), moderate rain(0.40), light moderate(0.31), rain(0.30), moderate(0.28), light(0.27)"
131,Light rains with isolated thunderstorms may form over mountain areas.,0,"isolated thunderstorms(0.47), light rains(0.45), isolated(0.42), mountain(0.36), thunderstorms(0.34), rains(0.26), light(0.21), areas(0.18)"
132,Light to moderate rainfall may cause slight water buildup in poor drainage zones.,0,"slight(0.36), buildup(0.34), water buildup(0.34), moderate rainfall(0.32), poor drainage(0.30), cause(0.29), zones(0.28), poor(0.27), drainage(0.24), water(0.23), rainfall(0.17), light moderate(0.17), moderate(0.15), light(0.15)"
133,Scattered light rains are forecast to continue until tonight.,0,"forecast continue(0.42), rains forecast(0.42), light rains(0.38), tonight(0.38), scattered(0.35), forecast(0.31), continue(0.25), rains(0.21), light(0.17)"
134,Expect light to moderate showers with occasional thunder in some districts.,0,"districts(0.44), moderate showers(0.42), expect light(0.40), expect(0.38), occasional(0.34), showers(0.32), light moderate(0.21), moderate(0.19), light(0.18)"
135,Light rains may persist through the night; minimal flooding concerns.,0,"minimal(0.48), rains persist(0.48), light rains(0.46), persist(0.39), rains(0.26), flooding(0.25), light(0.21)"
136,Light rain showers may slow down traffic in urban locations.,0,"locations(0.45), slow(0.42), light rain(0.39), rain showers(0.39), urban(0.38), showers(0.32), rain(0.20), light(0.19)"
137,Light to moderate rainfall may affect riverside settlements this afternoon.,0,"rainfall affect(0.42), settlements(0.42), afternoon(0.38), moderate rainfall(0.38), riverside(0.36), affect(0.30), rainfall(0.20), light moderate(0.20), moderate(0.18), light(0.17)"
138,Brief moderate rain showers could develop due to localized thunderstorms.,0,"brief moderate(0.40), develop(0.40), brief(0.38), rain showers(0.35), localized(0.34), showers(0.29), thunderstorms(0.28), moderate rain(0.25), rain(0.18), moderate(0.17)"
139,Light rain is likely across most barangays; impacts remain low.,0,"remain(0.45), light rain(0.43), barangays(0.42), likely(0.38), impacts(0.36), low(0.26), rain(0.23), light(0.21)"
140,Light to moderate rain with isolated heavy spots may continue intermittently.,0,"rain isolated(0.52), isolated(0.46), moderate rain(0.34), continue(0.33), light moderate(0.26), rain(0.25), heavy(0.24), moderate(0.23), light(0.23)"
141,Light rainfalls may expand into nearby municipalities later tonight.,0,"later tonight(0.57), tonight(0.51), later(0.49), nearby(0.35), light(0.24)"
142,Intermittent rain showers expected; no major flooding seen at this time.,0,"major flooding(0.45), intermittent(0.42), rain showers(0.42), major(0.38), showers(0.35), expected(0.26), flooding(0.23), rain(0.22)"
143,Light to moderate rain could linger as cloud cover thickens.,0,"cloud(0.68), moderate rain(0.42), light moderate(0.32), rain(0.31), moderate(0.29), light(0.28)"
144,Short moderate showers may cause minor pooling of water on roads.,0,"short(0.44), moderate showers(0.42), minor(0.40), cause(0.36), roads(0.36), showers(0.32), water(0.28), moderate(0.19)"
145,Light rain periods expected; keep monitoring for thunderstorm advisories.,0,"thunderstorm advisories(0.46), light rain(0.43), advisories(0.41), thunderstorm(0.39), monitoring(0.34), expected(0.27), rain(0.22), light(0.20)"
146,Light to moderate showers may hit elevated areas and valley communities.,0,"areas valley(0.40), elevated areas(0.40), elevated(0.38), moderate showers(0.38), valley(0.34), communities(0.30), showers(0.29), light moderate(0.19), moderate(0.17), light(0.17), areas(0.15)"
147,Light rainfall may affect morning activities; no major impacts expected.,0,"activities(0.40), light rainfall(0.40), rainfall affect(0.40), morning(0.38), major(0.32), affect(0.29), impacts(0.29), expected(0.22), rainfall(0.19), light(0.17)"
148,Light to moderate rains may trigger slight rises in small creeks.,0,"slight(0.45), creeks(0.43), small(0.43), trigger(0.40), moderate rains(0.31), rains(0.23), light moderate(0.21), moderate(0.19), light(0.19)"
149,Localized heavy rain is possible but short-lived; stay cautious.,0,"rain possible(0.48), short(0.48), localized(0.40), heavy rain(0.34), stay(0.34), possible(0.25), rain(0.22), heavy(0.21)"
150,Light rains with occasional stronger showers possible as winds shift.,0,"winds(0.50), light rains(0.48), occasional(0.41), showers(0.39), possible(0.28), rains(0.27), light(0.22)"
151,Intermittent light to moderate rains may persist due to lingering moisture.,0,"intermittent light(0.47), rains persist(0.44), intermittent(0.41), persist(0.36), moderate rains(0.32), rains(0.24), light moderate(0.22), moderate(0.20), light(0.19)"
152,Light to moderate rainfall could bring cooler conditions throughout the day.,0,"bring(0.49), day(0.46), moderate rainfall(0.44), conditions(0.40), rainfall(0.23), light moderate(0.23), moderate(0.21), light(0.20)"
153,Light rain is forecast with low chances of thunderstorm development.,0,"development(0.47), rain forecast(0.45), light rain(0.41), thunderstorm(0.38), forecast(0.34), low(0.24), rain(0.22), light(0.20)"
154,Light to sometimes moderate showers will continue across scattered zones.,0,"moderate showers(0.49), scattered(0.44), zones(0.41), showers(0.38), continue(0.31), light moderate(0.24), moderate(0.22), light(0.22)"
155,Light rainfall may spread farther inland as cloud systems move eastward.,0,"cloud(0.52), light rainfall(0.52), spread(0.49), systems(0.35), rainfall(0.24), light(0.22)"
156,Minor flooding still possible in areas with clogged drainage despite light rain.,0,"minor flooding(0.37), clogged(0.35), clogged drainage(0.35), possible areas(0.35), minor(0.33), light rain(0.32), flooding possible(0.31), drainage(0.24), possible(0.20), flooding(0.18), rain(0.17), light(0.15), areas(0.13)"
157,"Light to moderate rains are possible later, but overall flood threat remains low.",0,"remains(0.47), later(0.43), flood(0.37), moderate rains(0.34), possible(0.27), low(0.26), rains(0.25), light moderate(0.23), moderate(0.21), light(0.21)"
158,"Areas that are low-lying, urbanized, or close to rivers are more likely to experience localized flooding.",1,"urbanized(0.38), localized flooding(0.36), areas low(0.35), experience(0.34), localized(0.34), likely(0.31), rivers(0.27), low lying(0.22), lying(0.22), low(0.21), flooding(0.19), areas(0.15)"
159,"Flooding on roads may happen in many places because of trapped water, blocked drainage, and high tides, which can make some roads not passable.",1,"roads(0.56), passable(0.34), roads passable(0.34), tides(0.34), happen(0.32), places(0.24), high(0.23), drainage(0.23), water(0.21), flooding(0.17)"
160,"Local flooding can occur especially in built-up areas, low-lying places, and areas near rivers.",1,"flooding occur(0.33), local flooding(0.33), areas low(0.31), near rivers(0.31), especially(0.30), occur(0.27), areas(0.26), places(0.25), rivers(0.24), near(0.24), local(0.21), low lying(0.20), lying(0.20), low(0.18), flooding(0.17)"
161,People living near mountain slopes and low-lying areas along the mentioned river systems are advised to stay alert for possible flashfloods.,1,"systems advised(0.22), advised stay(0.22), alert possible(0.21), living near(0.21), possible flashfloods(0.21), areas mentioned(0.20), living(0.20), mentioned river(0.20), people living(0.20), near mountain(0.20), river systems(0.20), mountain slopes(0.19), slopes low(0.19), flashfloods(0.19), stay alert(0.19), mentioned(0.18), slopes(0.18), mountain(0.18), stay(0.18), near(0.17), systems(0.17), alert(0.16), people(0.16), lying areas(0.15), river(0.15), advised(0.14), low lying(0.14), lying(0.14), possible(0.13), low(0.13), areas(0.09)"
162,"Light to moderate, and sometimes heavy, rain is currently being experienced in several areas and may continue for the next 2 to 3 hours, possibly affecting nearby places.",1,"areas continue(0.25), currently experienced(0.25), experienced areas(0.25), hours possibly(0.25), nearby places(0.25), possibly affecting(0.25), rain currently(0.25), affecting nearby(0.24), currently(0.24), possibly(0.24), continue hours(0.23), experienced(0.22), affecting(0.21), moderate heavy(0.19), heavy rain(0.18), places(0.18), nearby(0.16), hours(0.15), continue(0.15), light moderate(0.12), rain(0.12), heavy(0.11), moderate(0.11), light(0.11), areas(0.09)"
163,The public and disaster management offices are advised to monitor the weather and wait for the next warning later tonight.,1,"later tonight(0.33), monitor weather(0.33), offices(0.33), offices advised(0.33), tonight(0.30), later(0.28), monitor(0.28), warning(0.27), weather(0.25), public(0.24), management(0.23), disaster(0.22), advised(0.19)"
164,Residents and local disaster councils near the mentioned areas are advised to stay vigilant and take precautions to lessen the effects of possible landslides and river flooding.,1,"mentioned areas(0.27), residents local(0.27), river flooding(0.27), disaster councils(0.25), possible landslides(0.25), vigilant(0.25), precautions(0.24), advised stay(0.23), landslides river(0.23), effects(0.21), mentioned(0.20), residents(0.20), stay(0.19), councils(0.18), local disaster(0.18), near(0.18), disaster(0.18), river(0.16), local(0.16), landslides(0.15), advised(0.15), possible(0.14), flooding(0.13), areas(0.10)"
165,"People near rivers, mountain slopes, and low-lying areas are strongly advised to take action since flooding is possible due to trapped water and poor drainage, and to continue monitoring updates.",1,"water poor(0.25), people near(0.24), near rivers(0.23), flooding possible(0.23), poor drainage(0.23), monitoring updates(0.22), mountain slopes(0.21), slopes low(0.21), poor(0.20), continue monitoring(0.20), slopes(0.20), mountain(0.20), updates(0.20), monitoring(0.19), rivers(0.18), drainage(0.18), near(0.18), people(0.18), water(0.17), lying areas(0.17), continue(0.16), advised(0.15), low lying(0.15), lying(0.15), possible(0.14), low(0.14), flooding(0.13), areas(0.10)"
166,"The public and local disaster offices are advised to prepare for river flooding, water buildup, tide-affected flooding, and possible landslides or flashfloods in mountain areas.",1,"landslides flashfloods(0.25), offices(0.25), offices advised(0.25), river flooding(0.25), tide affected(0.25), flooding(0.24), buildup(0.23), possible landslides(0.23), water buildup(0.23), flooding possible(0.21), affected(0.20), prepare(0.20), public local(0.20), flashfloods(0.19), mountain(0.18), public(0.18), tide(0.18), local disaster(0.17), disaster(0.16), water(0.16), river(0.15), local(0.15), landslides(0.14), advised(0.14), possible(0.13), areas(0.09)"
167,"People in mountain-slope and low-lying areas are advised to stay alert for possible flashfloods and landslides, and to keep monitoring updates.",1,"people mountain(0.29), slope(0.29), flashfloods landslides(0.26), advised stay(0.25), alert possible(0.24), possible flashfloods(0.24), monitoring updates(0.24), flashfloods(0.22), stay alert(0.22), mountain(0.21), updates(0.21), stay(0.21), monitoring(0.20), alert(0.19), people(0.19), lying areas(0.18), landslides(0.17), advised(0.16), low lying(0.16), lying(0.16), possible(0.15), low(0.15), areas(0.11)"
168,People in mountain-slope and low-lying areas along the mentioned river systems are still advised to watch out for possible flashfloods.,1,"people mountain(0.30), slope(0.30), watch(0.30), systems advised(0.27), possible flashfloods(0.25), areas mentioned(0.24), mentioned river(0.24), river systems(0.24), flashfloods(0.22), mentioned(0.22), mountain(0.22), systems(0.20), people(0.19), lying areas(0.18), river(0.18), advised(0.17), low lying(0.17), lying(0.17), possible(0.16), low(0.15), areas(0.11)"
169,"The public and local disaster offices are advised to take precautions against flooding along rivers, flooding caused by pooled rainwater and poor drainage, tide-affected flooding, and possible landslides or flashfloods in mountain areas.",1,"flooding(0.34), flooding rivers(0.23), landslides flashfloods(0.23), offices(0.23), offices advised(0.23), tide affected(0.23), possible landslides(0.22), rainwater(0.22), precautions(0.21), flooding possible(0.20), poor drainage(0.20), affected(0.19), public local(0.19), flashfloods(0.18), poor(0.18), mountain(0.17), public(0.17), tide(0.17), local disaster(0.16), rivers(0.16), drainage(0.16), disaster(0.15), local(0.14), landslides(0.14), advised(0.13), possible(0.12), areas(0.09)"
170,"People living near mountain slopes and low-lying areas of the mentioned river systems, as well as local disaster councils, are advised to stay alert for flashfloods and landslides.",1,"councils advised(0.23), disaster councils(0.21), systems local(0.21), flashfloods landslides(0.21), advised stay(0.20), living near(0.19), areas mentioned(0.19), living(0.19), mentioned river(0.19), people living(0.19), near mountain(0.18), river systems(0.18), mountain slopes(0.18), slopes low(0.18), flashfloods(0.17), stay alert(0.17), mentioned(0.17), slopes(0.17), mountain(0.17), stay(0.16), councils(0.16), local disaster(0.16), near(0.15), systems(0.15), alert(0.15), disaster(0.15), people(0.15), lying areas(0.14), river(0.14), local(0.13), landslides(0.13), advised(0.13), low lying(0.13), lying(0.13), low(0.12), areas(0.08)"
171,"The public and involved disaster councils are advised to remain alert, take needed precautions, and keep monitoring updates, especially rainfall warnings and advisories issued by the weather bureau.",1,"advised remain(0.27), councils advised(0.27), advisories issued(0.26), disaster councils(0.26), rainfall warnings(0.26), precautions(0.24), remain(0.24), advisories(0.23), especially(0.23), warnings(0.23), monitoring updates(0.22), issued(0.21), weather(0.21), public(0.20), updates(0.20), councils(0.19), monitoring(0.19), alert(0.18), disaster(0.18), advised(0.15), rainfall(0.13)"
172,"Light to moderate, and at times heavy, rains are expected.",1,"moderate times(0.40), times(0.40), times heavy(0.40), rains expected(0.39), heavy rains(0.31), expected(0.25), rains(0.23), light moderate(0.21), heavy(0.19), moderate(0.19), light(0.19)"
173,"Heavy rainfall is expected because of the shear line, with around 50–100 mm of rain from today until tomorrow noon.",1,"100(0.30), 100 mm(0.30), 50(0.30), 50 100(0.30), mm(0.30), rainfall expected(0.27), today tomorrow(0.24), tomorrow noon(0.22), today(0.21), tomorrow(0.21), line(0.21), noon(0.21), shear(0.21), shear line(0.21), heavy rainfall(0.19), expected(0.16), rainfall(0.14), rain(0.14), heavy(0.13)"
174,Heavy rainfall of about 50–100 mm due to the shear line is expected from tomorrow noon to the next day.,1,"100(0.29), 100 mm(0.29), 50(0.29), 50 100(0.29), expected tomorrow(0.29), mm(0.29), noon day(0.29), day(0.27), tomorrow noon(0.21), tomorrow(0.21), line(0.20), noon(0.20), shear(0.20), shear line(0.20), heavy rainfall(0.18), expected(0.16), rainfall(0.14), heavy(0.12)"
175,Another period of heavy rainfall due to the shear line is expected the day after.,1,"day(0.51), line(0.38), shear(0.38), shear line(0.38), heavy rainfall(0.33), expected(0.30), rainfall(0.25), heavy(0.23)"
176,Moderate to heavy rain is expected from today until tomorrow noon in several areas.,1,"expected today(0.39), today tomorrow(0.32), rain expected(0.31), moderate heavy(0.30), tomorrow noon(0.29), heavy rain(0.28), today(0.28), tomorrow(0.28), noon(0.28), expected(0.22), rain(0.18), heavy(0.17), moderate(0.17), areas(0.15)"
177,Moderate to heavy rain is expected from tomorrow noon to the next day in several areas.,1,"expected tomorrow(0.37), noon day(0.37), day(0.35), rain expected(0.29), moderate heavy(0.28), tomorrow noon(0.27), heavy rain(0.27), tomorrow(0.27), noon(0.26), expected(0.21), rain(0.17), heavy(0.16), moderate(0.16), areas(0.14)"
178,Rainfall may be higher in mountainous and elevated places.,1,"higher mountainous(0.40), mountainous elevated(0.40), rainfall higher(0.40), elevated(0.38), higher(0.38), mountainous(0.34), places(0.28), rainfall(0.19)"
179,Impacts may worsen in places that already had heavy rain beforehand.,1,"worsen(0.55), impacts(0.44), heavy rain(0.43), places(0.42), rain(0.28), heavy(0.26)"
180,"Light to moderate, and sometimes heavy, rain is currently being experienced in some areas and may continue for the next 2 to 3 hours, possibly affecting nearby areas.",1,"areas continue(0.26), currently experienced(0.26), experienced areas(0.26), hours possibly(0.26), possibly affecting(0.26), rain currently(0.26), affecting nearby(0.24), currently(0.24), possibly(0.24), continue hours(0.23), experienced(0.22), affecting(0.21), moderate heavy(0.20), areas(0.19), nearby areas(0.19), heavy rain(0.18), nearby(0.16), hours(0.15), continue(0.15), light moderate(0.12), rain(0.12), heavy(0.11), moderate(0.11), light(0.11)"
181,"Waterways may still be affected, especially along rivers and tributaries mentioned in the bulletin.",1,"affected especially(0.34), especially rivers(0.34), waterways(0.34), waterways affected(0.34), bulletin(0.32), rivers tributaries(0.32), tributaries(0.29), especially(0.28), affected(0.27), mentioned(0.25), rivers(0.23)"
182,People near mountain slopes and low-lying areas of the mentioned river systems are still advised to take necessary precautions.,1,"people near(0.25), precautions(0.25), systems advised(0.25), advised necessary(0.24), areas mentioned(0.23), mentioned river(0.23), near mountain(0.22), necessary(0.22), river systems(0.22), mountain slopes(0.22), slopes low(0.22), mentioned(0.21), slopes(0.21), mountain(0.20), near(0.19), systems(0.19), people(0.18), lying areas(0.17), river(0.17), advised(0.16), low lying(0.16), lying(0.16), low(0.14), areas(0.10)"
183,"Flooding is expected in some places, including road flooding and water buildup in low-lying residential areas.",1,"including(0.32), residential areas(0.32), flooding(0.32), buildup(0.31), residential(0.31), water buildup(0.31), flooding expected(0.29), road(0.29), places(0.23), water(0.20), low lying(0.18), lying(0.18), expected(0.18), low(0.17), areas(0.12)"
184,"Waterways may still be affected, especially along rivers and tributaries listed in the bulletin.",1,"affected especially(0.30), especially rivers(0.30), listed(0.30), listed bulletin(0.30), tributaries listed(0.30), waterways(0.30), waterways affected(0.30), bulletin(0.28), rivers tributaries(0.28), tributaries(0.26), especially(0.25), affected(0.24), rivers(0.20)"
185,"There will be a lot of cloud cover, scattered rain, and isolated thunderstorms.",1,"cloud(0.42), isolated thunderstorms(0.39), rain isolated(0.39), scattered rain(0.39), isolated(0.35), scattered(0.35), thunderstorms(0.29), rain(0.19)"
186,"The forecast calls for mostly cloudy skies, scattered rain, and isolated thunderstorms.",1,"cloudy(0.35), cloudy skies(0.35), skies(0.35), isolated thunderstorms(0.33), rain isolated(0.33), scattered rain(0.33), isolated(0.29), scattered(0.29), forecast(0.25), thunderstorms(0.24), rain(0.16)"
187,Rainfall ranges from light to moderate to occasionally heavy.,1,"occasionally(0.69), rainfall(0.34), light moderate(0.34), heavy(0.32), moderate(0.31), light(0.30)"
188,Heavy rainfall expected in the city City; residents in low-lying areas should monitor flooding conditions.,1,"city(0.63), rainfall expected(0.30), monitor(0.28), conditions(0.27), residents(0.25), heavy rainfall(0.21), lying areas(0.21), low lying(0.19), lying(0.19), expected(0.18), low(0.17), flooding(0.16), rainfall(0.16), heavy(0.14), areas(0.12)"
189,Floodwaters may reach critical points tonight; community response teams activated.,1,"activated(0.36), floodwaters(0.36), floodwaters reach(0.36), response(0.36), response teams(0.36), teams(0.34), reach(0.33), tonight(0.33)"
190,Caution advised due to intermittent heavy rains; drainage systems may be overwhelmed temporarily.,1,"caution(0.41), intermittent heavy(0.41), intermittent(0.38), drainage systems(0.35), heavy rains(0.30), drainage(0.29), systems(0.29), advised(0.25), rains(0.22), heavy(0.19)"
191,Riverbanks nearing overflow; continuous rainfall may trigger localized flooding.,1,"continuous rainfall(0.37), rainfall trigger(0.37), trigger localized(0.37), overflow(0.35), localized flooding(0.33), trigger(0.32), localized(0.31), continuous(0.30), flooding(0.18), rainfall(0.17)"
192,Emergency response teams mobilized as water levels rise in low-lying areas.,1,"response(0.36), response teams(0.36), teams(0.34), rise(0.33), water levels(0.33), emergency(0.31), levels(0.29), water(0.23), lying areas(0.22), low lying(0.20), lying(0.20), low(0.19), areas(0.13)"
193,Thunderstorm activity increasing; residents advised to take precautions especially in flood-prone districts.,1,"activity(0.35), districts(0.35), residents advised(0.35), flood prone(0.33), precautions(0.32), prone(0.30), especially(0.29), thunderstorm(0.28), flood(0.26), residents(0.26), advised(0.20)"
194,Flood checkpoints established; local officials monitor weather developments closely.,1,"closely(0.40), local officials(0.40), monitor weather(0.40), officials(0.38), monitor(0.34), weather(0.31), flood(0.30), local(0.24)"
195,Persistent rains expected overnight; minor landslides and flooding possible.,1,"overnight(0.42), persistent(0.40), minor(0.38), rains expected(0.37), flooding possible(0.36), landslides(0.24), expected(0.23), possible(0.23), rains(0.22), flooding(0.21)"
196,Community assistance teams ready for deployment; evacuation centers prepared.,1,"teams(0.75), evacuation(0.67)"
197,Local government advises caution; avoid non-essential outdoor activity during rainy hours.,1,"activity(0.43), government(0.43), local government(0.43), caution(0.41), avoid(0.37), hours(0.26), local(0.26)"
198,Low-lying and riverside communities may experience rising water levels as rains persist.,1,"lying riverside(0.33), rains persist(0.31), rising water(0.31), water levels(0.30), rising(0.29), riverside(0.29), experience(0.28), levels(0.26), persist(0.26), communities(0.25), water(0.21), low lying(0.19), lying(0.19), low(0.17), rains(0.17)"
199,Urban areas with poor drainage remain at risk of quick water buildup during heavy showers.,1,"buildup(0.34), heavy showers(0.34), water buildup(0.34), remain(0.33), poor drainage(0.31), urban(0.31), poor(0.28), showers(0.26), drainage(0.24), risk(0.23), water(0.23), heavy(0.16), areas(0.13)"
200,Residents near creeks and tributaries are advised to stay alert for sudden water surges.,1,"creeks tributaries(0.31), sudden water(0.31), surges(0.31), water surges(0.31), creeks(0.29), advised stay(0.27), tributaries(0.27), sudden(0.25), stay alert(0.24), residents(0.23), stay(0.22), near(0.21), alert(0.20), water(0.20), advised(0.18)"
201,Flooding may still occur in areas that already had significant rainfall earlier today.,1,"significant rainfall(0.44), flooding occur(0.41), earlier(0.40), significant(0.40), occur(0.34), today(0.31), flooding(0.21), rainfall(0.21), areas(0.16)"
202,Roads in some barangays may become slippery or flooded due to continuous rain; motorists should take caution.,1,"caution(0.43), motorists(0.43), flooded(0.41), barangays(0.38), continuous(0.37), roads(0.37), rain(0.21)"
